partida_id,clube_casa_id,clube_casa_posicao,clube_visitante_id,aproveitamento_mandante,aproveitamento_visitante,clube_visitante_posicao,partida_data,timestamp,local,valida,placar_oficial_mandante,placar_oficial_visitante,campeonato_id,rodada_id
302711,262,3,264,"['e', 'v', 'v', 'd', 'v']","['v', 'd', 'e', 'v', 'd']",15,2023-05-21 16:00:00,1684695600,Maracanã,True,1,0,26.0,7.0
302717,284,2,285,"['v', 'v', 'd', 'v', 'v']","['v', 'e', 'v', 'v', 'v']",6,2023-05-21 18:30:00,1684704600,Arena do Grêmio,True,3,1,26.0,7.0
302716,283,12,1371,"['e', 'd', 'e', 'd', 'v']","['e', 'v', 'e', 'd', 'd']",16,2023-05-22 20:00:00,1684796400,Arena do Jacaré,True,0,1,26.0,7.0
302744,293,9,284,"['d', 'v', 'e', 'd', 'v']","['v', 'v', 'd', 'v', 'v']",2,2023-05-27 16:00:00,1685214000,Arena da Baixada,True,1,2,26.0,8.0
302745,356,8,267,"['v', 'e', 'd', 'v', 'v']","['d', 'd', 'd', 'd', 'v']",18,2023-05-27 16:00:00,1685214000,Castelão (CE),True,2,0,26.0,8.0
302737,262,3,283,"['e', 'v', 'v', 'd', 'v']","['e', 'd', 'e', 'd', 'v']",12,2023-05-27 18:30:00,1685223000,Maracanã,True,1,1,26.0,8.0
302746,1371,16,294,"['e', 'v', 'e', 'd', 'd']","['e', 'd', 'e', 'd', 'd']",20,2023-05-27 18:30:00,1685223000,Arena Pantanal,True,1,1,26.0,8.0
302739,276,11,290,"['v', 'd', 'd', 'v', 'd']","['d', 'd', 'e', 'v', 'd']",17,2023-05-27 21:00:00,1685232000,Morumbi,True,2,1,26.0,8.0
302740,264,15,266,"['v', 'd', 'e', 'v', 'd']","['d', 'v', 'e', 'e', 'v']",5,2023-05-28 16:00:00,1685300400,Neo Química Arena,True,2,0,26.0,8.0
302743,285,6,265,"['v', 'e', 'v', 'v', 'v']","['d', 'e', 'e', 'v', 'd']",14,2023-05-28 16:00:00,1685300400,Beira-Rio,True,2,0,26.0,8.0
302741,280,7,277,"['v', 'd', 'e', 'v', 'v']","['d', 'e', 'e', 'd', 'd']",13,2023-05-28 18:30:00,1685309400,Nabi Abi Chedid,True,2,0,26.0,8.0
302742,282,10,275,"['e', 'v', 'e', 'e', 'd']","['e', 'v', 'v', 'd', 'd']",4,2023-05-28 18:30:00,1685309400,Mineirão,True,1,1,26.0,8.0
302738,263,1,327,"['v', 'd', 'v', 'v', 'v']","['d', 'v', 'e', 'd', 'd']",19,2023-05-28 19:00:00,1685311200,Nilton Santos (Engenhão),True,2,0,26.0,8.0
302759,356,8,265,"['v', 'e', 'd', 'v', 'v']","['d', 'e', 'e', 'v', 'd']",14,2023-06-03 16:00:00,1685818800,Castelão (CE),True,0,0,26.0,9.0
302756,283,12,282,"['e', 'd', 'e', 'd', 'v']","['e', 'v', 'e', 'e', 'd']",10,2023-06-03 18:30:00,1685827800,Parque do Sabiá,True,0,1,26.0,9.0
302758,293,9,263,"['d', 'v', 'e', 'd', 'v']","['v', 'd', 'v', 'v', 'v']",1,2023-06-03 18:30:00,1685827800,Arena da Baixada,True,1,0,26.0,9.0
302760,327,19,264,"['d', 'v', 'e', 'd', 'd']","['v', 'd', 'e', 'v', 'd']",15,2023-06-03 18:30:00,1685827800,Independência,True,2,0,26.0,9.0
302754,277,13,285,"['d', 'e', 'e', 'd', 'd']","['v', 'e', 'v', 'v', 'v']",6,2023-06-03 21:00:00,1685836800,Vila Belmiro,True,1,1,26.0,9.0
302751,266,5,280,"['d', 'v', 'e', 'e', 'v']","['v', 'd', 'e', 'v', 'v']",7,2023-06-04 16:00:00,1685905200,Maracanã,True,2,1,26.0,9.0
302757,284,2,276,"['v', 'v', 'd', 'v', 'v']","['v', 'd', 'd', 'v', 'd']",11,2023-06-04 16:00:00,1685905200,Arena do Grêmio,True,2,1,26.0,9.0
302753,275,4,294,"['e', 'v', 'v', 'd', 'd']","['e', 'd', 'e', 'd', 'd']",20,2023-06-04 18:30:00,1685914200,Allianz Parque,True,3,1,26.0,9.0
302755,290,17,1371,"['d', 'd', 'e', 'v', 'd']","['e', 'v', 'e', 'd', 'd']",16,2023-06-04 18:30:00,1685914200,Hailé Pinheiro (Serrinha),True,0,1,26.0,9.0
302752,267,18,262,"['d', 'd', 'd', 'd', 'v']","['e', 'v', 'v', 'd', 'v']",3,2023-06-05 20:00:00,1686006000,Maracanã,True,1,4,26.0,9.0
302787,294,20,277,"['e', 'd', 'e', 'd', 'd']","['d', 'e', 'e', 'd', 'd']",13,2023-06-10 16:00:00,1686423600,Couto Pereira,True,0,0,26.0,10.0
302778,264,15,1371,"['v', 'd', 'e', 'v', 'd']","['e', 'v', 'e', 'd', 'd']",16,2023-06-10 18:30:00,1686432600,Neo Química Arena,True,1,1,26.0,10.0
302783,282,10,280,"['e', 'v', 'e', 'e', 'd']","['v', 'd', 'e', 'v', 'v']",7,2023-06-10 18:30:00,1686432600,Mineirão,True,1,1,26.0,10.0
302789,265,14,283,"['d', 'e', 'e', 'v', 'd']","['e', 'd', 'e', 'd', 'v']",12,2023-06-10 18:30:00,1686432600,Itaipava Arena Fonte Nova,True,2,2,26.0,10.0
302774,263,1,356,"['v', 'd', 'v', 'v', 'v']","['v', 'e', 'd', 'v', 'v']",8,2023-06-10 21:00:00,1686441600,Nilton Santos (Engenhão),True,2,0,26.0,10.0
302790,327,19,293,"['d', 'v', 'e', 'd', 'd']","['d', 'v', 'e', 'd', 'v']",9,2023-06-11 11:00:00,1686492000,Mineirão,True,2,2,26.0,10.0
302776,276,11,275,"['v', 'd', 'd', 'v', 'd']","['e', 'v', 'v', 'd', 'd']",4,2023-06-11 16:00:00,1686510000,Morumbi,True,0,2,26.0,10.0
302785,285,6,267,"['v', 'e', 'v', 'v', 'v']","['d', 'd', 'd', 'd', 'v']",18,2023-06-11 16:00:00,1686510000,Beira-Rio,True,2,1,26.0,10.0
302771,262,3,284,"['e', 'v', 'v', 'd', 'v']","['v', 'v', 'd', 'v', 'v']",2,2023-06-11 18:30:00,1686519000,Maracanã,True,3,0,26.0,10.0
302781,290,17,266,"['d', 'd', 'e', 'v', 'd']","['d', 'v', 'e', 'e', 'v']",5,2023-06-11 18:30:00,1686519000,Hailé Pinheiro (Serrinha),True,2,2,26.0,10.0
302803,276,11,293,"['v', 'd', 'd', 'v', 'd']","['d', 'v', 'e', 'd', 'v']",9,2023-06-21 19:00:00,1687384800,Morumbi,True,2,1,26.0,11.0
302806,283,12,356,"['e', 'd', 'e', 'd', 'v']","['v', 'e', 'd', 'v', 'v']",8,2023-06-21 19:00:00,1687384800,Mineirão,True,0,1,26.0,11.0
302804,277,13,264,"['d', 'e', 'e', 'd', 'd']","['v', 'd', 'e', 'v', 'd']",15,2023-06-21 20:00:00,1687388400,Vila Belmiro,True,0,2,26.0,11.0
302801,266,5,282,"['d', 'v', 'e', 'e', 'v']","['e', 'v', 'e', 'e', 'd']",10,2023-06-21 21:30:00,1687393800,Raulino de Oliveira,True,1,1,26.0,11.0
302809,265,14,275,"['d', 'e', 'e', 'v', 'd']","['e', 'v', 'v', 'd', 'd']",4,2023-06-21 21:30:00,1687393800,Itaipava Arena Fonte Nova,True,1,0,26.0,11.0
302807,284,2,327,"['v', 'v', 'd', 'v', 'v']","['d', 'v', 'e', 'd', 'd']",19,2023-06-22 19:00:00,1687471200,Arena do Grêmio,True,3,1,26.0,11.0
302802,267,18,290,"['d', 'd', 'd', 'd', 'v']","['d', 'd', 'e', 'v', 'd']",17,2023-06-22 20:00:00,1687474800,São Januário,True,0,1,26.0,11.0
302808,294,20,285,"['e', 'd', 'e', 'd', 'd']","['v', 'e', 'v', 'v', 'v']",6,2023-06-22 20:00:00,1687474800,Couto Pereira,True,0,1,26.0,11.0
302810,1371,16,263,"['e', 'v', 'e', 'd', 'd']","['v', 'd', 'v', 'v', 'v']",1,2023-06-22 20:00:00,1687474800,Arena Pantanal,True,0,1,26.0,11.0
302805,280,7,262,"['v', 'd', 'e', 'v', 'v']","['e', 'v', 'v', 'd', 'v']",3,2023-06-22 21:30:00,1687480200,Nabi Abi Chedid,True,4,0,26.0,11.0
302828,293,9,264,"['d', 'v', 'e', 'd', 'v']","['v', 'd', 'e', 'v', 'd']",15,2023-06-24 16:00:00,1687633200,Arena da Baixada,True,1,0,26.0,12.0
302821,266,5,265,"['d', 'v', 'e', 'e', 'v']","['d', 'e', 'e', 'v', 'd']",14,2023-06-24 18:30:00,1687642200,Maracanã,True,2,1,26.0,12.0
302829,356,8,282,"['v', 'e', 'd', 'v', 'v']","['e', 'v', 'e', 'e', 'd']",10,2023-06-24 18:30:00,1687642200,Castelão (CE),True,2,1,26.0,12.0
302826,283,12,276,"['e', 'd', 'e', 'd', 'v']","['v', 'd', 'd', 'v', 'd']",11,2023-06-24 21:00:00,1687651200,Independência,True,1,0,26.0,12.0
302823,275,4,263,"['e', 'v', 'v', 'd', 'd']","['v', 'd', 'v', 'v', 'v']",1,2023-06-25 16:00:00,1687719600,Allianz Parque,True,0,1,26.0,12.0
302827,284,2,294,"['v', 'v', 'd', 'v', 'v']","['e', 'd', 'e', 'd', 'd']",20,2023-06-25 16:00:00,1687719600,Arena do Grêmio,True,5,1,26.0,12.0
302824,277,13,262,"['d', 'e', 'e', 'd', 'd']","['e', 'v', 'v', 'd', 'v']",3,2023-06-25 18:30:00,1687728600,Vila Belmiro,True,2,3,26.0,12.0
302825,280,7,290,"['v', 'd', 'e', 'v', 'v']","['d', 'd', 'e', 'v', 'd']",17,2023-06-25 18:30:00,1687728600,Nabi Abi Chedid,True,2,0,26.0,12.0
302830,327,19,285,"['d', 'v', 'e', 'd', 'd']","['v', 'e', 'v', 'v', 'v']",6,2023-06-25 18:30:00,1687728600,Independência,True,1,2,26.0,12.0
302822,267,18,1371,"['d', 'd', 'd', 'd', 'v']","['e', 'v', 'e', 'd', 'd']",16,2023-06-26 21:00:00,1687824000,Luso-Brasileiro,True,1,0,26.0,12.0
302853,276,11,266,"['v', 'd', 'd', 'v', 'd']","['d', 'v', 'e', 'e', 'v']",5,2023-07-01 16:00:00,1688238000,Morumbi,True,,,26.0,13.0
302851,262,3,356,"['e', 'v', 'v', 'd', 'v']","['v', 'e', 'd', 'v', 'v']",8,2023-07-01 18:30:00,1688247000,Maracanã,True,,,26.0,13.0
302859,265,14,284,"['d', 'e', 'e', 'v', 'd']","['v', 'v', 'd', 'v', 'v']",2,2023-07-01 18:30:00,1688247000,Itaipava Arena Fonte Nova,True,,,26.0,13.0
302857,285,6,283,"['v', 'e', 'v', 'v', 'v']","['e', 'd', 'e', 'd', 'v']",12,2023-07-01 21:00:00,1688256000,Beira-Rio,True,,,26.0,13.0
302854,264,15,280,"['v', 'd', 'e', 'v', 'd']","['v', 'd', 'e', 'v', 'v']",7,2023-07-02 11:00:00,1688306400,Neo Química Arena,True,,,26.0,13.0
302852,263,1,267,"['v', 'd', 'v', 'v', 'v']","['d', 'd', 'd', 'd', 'v']",18,2023-07-02 16:00:00,1688324400,Nilton Santos (Engenhão),True,,,26.0,13.0
302856,282,10,327,"['e', 'v', 'e', 'e', 'd']","['d', 'v', 'e', 'd', 'd']",19,2023-07-02 16:00:00,1688324400,Mineirão,True,,,26.0,13.0
302858,293,9,275,"['d', 'v', 'e', 'd', 'v']","['e', 'v', 'v', 'd', 'd']",4,2023-07-02 16:00:00,1688324400,Ligga Arena,True,,,26.0,13.0
302860,1371,16,277,"['e', 'v', 'e', 'd', 'd']","['d', 'e', 'e', 'd', 'd']",13,2023-07-02 18:30:00,1688333400,Arena Pantanal,True,,,26.0,13.0
302855,290,17,294,"['d', 'd', 'e', 'v', 'd']","['e', 'd', 'e', 'd', 'd']",20,2023-07-03 20:00:00,1688425200,Hailé Pinheiro (Serrinha),True,,,26.0,13.0
